train_loss,train_acc,val_loss,val_acc
2.166112184524536,0.3123500347137451,1.870865821838379,0.19230769574642181
1.6069564819335938,0.35082387924194336,2.0979721546173096,0.21296297013759613
1.5452605485916138,0.40297552943229675,1.5898332595825195,0.34259259700775146
1.4782702922821045,0.43800991773605347,1.4678322076797485,0.5099714994430542
1.2793052196502686,0.5131978988647461,1.1430394649505615,0.5384615659713745
1.150536060333252,0.5383938550949097,1.3435609340667725,0.505698025226593
1.058152198791504,0.5735082626342773,1.1220028400421143,0.6047008633613586
0.9633286595344543,0.6223004460334778,0.9488826990127563,0.68304842710495
0.8801324367523193,0.6698128581047058,0.9550984501838684,0.6203703880310059
0.8122594952583313,0.6933290958404541,0.8652749061584473,0.6994302272796631
0.7739366292953491,0.7100464105606079,0.7242335081100464,0.7236467003822327
0.7191159725189209,0.7277235388755798,0.9434196949005127,0.6652421355247498
0.6992034912109375,0.7469204664230347,0.6934090852737427,0.744301974773407
0.6582043766975403,0.7605983018875122,0.9303600788116455,0.688746452331543
0.6297084093093872,0.7788354158401489,0.8322163820266724,0.7108262181282043
0.5882328152656555,0.7974724173545837,0.6459760665893555,0.7870370149612427
0.5537418127059937,0.8100304007530212,0.9170746207237244,0.7158119678497314
0.5381968021392822,0.8167493343353271,0.7178264260292053,0.7613959908485413
0.5354888439178467,0.8177091479301453,0.6570509076118469,0.7792022824287415
0.5294513702392578,0.8246680498123169,0.6144205927848816,0.8019943237304688
0.5004622936248779,0.8363462090492249,0.5735977292060852,0.8198005557060242
0.5103503465652466,0.8341865539550781,0.5889954566955566,0.8069800734519958
0.4865136742591858,0.8381059169769287,0.6578771471977234,0.7934473156929016
0.48053351044654846,0.8409854173660278,0.6401515007019043,0.7948718070983887
0.47987642884254456,0.8429051637649536,0.48543012142181396,0.8433048725128174
0.4708203375339508,0.8438649773597717,0.6040545701980591,0.8034188151359558
0.45530664920806885,0.8510638475418091,0.6166964173316956,0.8062677979469299
0.45043715834617615,0.8552231788635254,0.4633265733718872,0.8454415798187256
0.4368222653865814,0.8609022498130798,0.5942909121513367,0.8027065396308899
0.437985897064209,0.8626619577407837,0.6492086052894592,0.7913105487823486
0.4303997755050659,0.8625819683074951,0.6346278786659241,0.8269230723381042
0.42049601674079895,0.8614621758460999,0.4773246943950653,0.8639600872993469
0.43072283267974854,0.8607422709465027,0.6458662152290344,0.7962962985038757
0.41618165373802185,0.8649815917015076,0.4619675874710083,0.8561253547668457
0.41051802039146423,0.8720204830169678,0.5480863451957703,0.8162392973899841
0.41537877917289734,0.8704207539558411,0.4938284456729889,0.8447293639183044
0.3987802565097809,0.8734602332115173,0.472287654876709,0.8596866130828857
0.4099421501159668,0.8704207539558411,0.4492568373680115,0.8532763719558716
0.4005894064903259,0.8745800852775574,0.4994675815105438,0.8283475637435913
0.39221563935279846,0.8764197826385498,0.5247657895088196,0.8475783467292786
0.3891504108905792,0.8770726919174194,0.6572298407554626,0.8226495981216431
0.3960438668727875,0.8769797086715698,0.7648800611495972,0.7763532996177673
0.3821786642074585,0.8795392513275146,0.4243942201137543,0.878917396068573
0.37705424427986145,0.8840185403823853,0.41529229283332825,0.874643862247467
0.38329043984413147,0.8797792196273804,0.4891909658908844,0.8397436141967773
0.3846967816352844,0.8825787901878357,0.5155171155929565,0.8539885878562927
0.3731062412261963,0.8849784135818481,0.5458785891532898,0.8390313386917114
0.36596429347991943,0.8893777132034302,0.5428364276885986,0.8347578644752502
0.3772471845149994,0.8824188113212585,0.5044066309928894,0.8554130792617798
0.3707844316959381,0.887298047542572,0.44531944394111633,0.8696581125259399
