train_loss,train_acc,val_loss,val_acc
3.559889793395996,0.465205579996109,5.678694248199463,0.1915954351425171
1.680362343788147,0.5604703426361084,4.4178009033203125,0.18091167509555817
1.5763434171676636,0.5931850671768188,2.3422982692718506,0.3888888955116272
1.33601713180542,0.6402175426483154,1.9779324531555176,0.466524213552475
1.2230879068374634,0.6612542271614075,1.171487808227539,0.6652421355247498
1.1997387409210205,0.6723724007606506,1.3016767501831055,0.6509971618652344
1.0338388681411743,0.703887403011322,1.903184175491333,0.6339031457901001
1.2573308944702148,0.7042073011398315,1.5362404584884644,0.688746452331543
1.1803655624389648,0.7064469456672668,1.1957087516784668,0.6937322020530701
1.1802717447280884,0.7138057947158813,0.9524948000907898,0.7663817405700684
0.8663488626480103,0.7424412369728088,1.0158567428588867,0.7371794581413269
1.1186268329620361,0.723244309425354,1.051086664199829,0.692307710647583
0.9595063328742981,0.7351623773574829,0.9544895887374878,0.7357549667358398
0.8879531621932983,0.7479603290557861,1.2583906650543213,0.7621082663536072
0.9071853160858154,0.7553191781044006,1.1949172019958496,0.7378917336463928
0.8742662072181702,0.7662773728370667,1.066728949546814,0.7165242433547974
0.8421717882156372,0.7601983547210693,0.7906315326690674,0.7970085740089417
0.7706007957458496,0.7718765139579773,0.7041772603988647,0.7898860573768616
0.700131893157959,0.7891537547111511,1.4018487930297852,0.6274929046630859
0.727644681930542,0.7809950113296509,1.133614420890808,0.7621082663536072
0.7335054278373718,0.7902735471725464,0.9229145050048828,0.6773504018783569
0.8237478733062744,0.7760358452796936,1.0413470268249512,0.7165242433547974
0.7805827856063843,0.7775555849075317,0.6639013886451721,0.8034188151359558
0.6784694790840149,0.7953927516937256,0.8159002065658569,0.7749287486076355
0.6904885172843933,0.8041913509368896,0.7372586727142334,0.7685185074806213
0.663670003414154,0.8059510588645935,0.8775877952575684,0.7158119678497314
0.6754782795906067,0.8097104430198669,0.6743631958961487,0.7884615659713745
0.6138560175895691,0.8150696158409119,0.6522836089134216,0.7934473156929016
0.6823315024375916,0.806830883026123,0.8078553080558777,0.7685185074806213
0.5903723239898682,0.8134698271751404,0.7076879143714905,0.7970085740089417
0.5923709869384766,0.8184290528297424,0.6390000581741333,0.8105413317680359
0.5921719074249268,0.8207486867904663,0.577764630317688,0.8297720551490784
0.5550563335418701,0.828107476234436,0.6937965154647827,0.8034188151359558
0.52288818359375,0.8343465328216553,0.736232578754425,0.7792022824287415
0.5315346121788025,0.8313069939613342,0.559601366519928,0.8319088220596313
0.5226197242736816,0.8362662196159363,0.6415199637413025,0.811253547668457
0.5160360932350159,0.8310670256614685,0.5518589019775391,0.8247863054275513
0.5176616907119751,0.8413853645324707,0.6674532294273376,0.8105413317680359
0.5008956789970398,0.8427451848983765,0.5962961912155151,0.8347578644752502
0.5144261717796326,0.8419452905654907,0.5528956651687622,0.8425925970077515
0.4916048049926758,0.8443449139595032,0.5415422320365906,0.8326210975646973
0.4969482123851776,0.8417853116989136,0.5179106593132019,0.8440170884132385
0.49065059423446655,0.8471444845199585,0.6109374165534973,0.8212250471115112
0.49636682868003845,0.847464382648468,0.6016486287117004,0.8233618140220642
0.4919532835483551,0.8437049984931946,0.6218883991241455,0.8340455889701843
0.5115209817886353,0.8477843403816223,0.5719769597053528,0.8319088220596313
0.4658163785934448,0.8498640060424805,0.794295608997345,0.7934473156929016
0.4746919870376587,0.8551431894302368,0.6509494781494141,0.8084045648574829
0.4990144670009613,0.8484242558479309,0.7328697443008423,0.8005697727203369
0.48932191729545593,0.8465845584869385,0.8261433839797974,0.7414529919624329
0.4757061004638672,0.8510638475418091,4.99243688583374,0.7364672422409058
0.4909104108810425,0.8503439426422119,0.6190572381019592,0.811253547668457
