train_loss,train_acc,val_loss,val_acc
1.152846336364746,0.5857481956481934,0.8771584033966064,0.7044159770011902
0.7318429946899414,0.7501187920570374,0.6528504490852356,0.7763532996177673
0.6072570085525513,0.7938242554664612,0.5318175554275513,0.8269230723381042
0.5279212594032288,0.8251781463623047,0.5612631440162659,0.8148148059844971
0.48397910594940186,0.8428345322608948,0.5327842235565186,0.8205128312110901
0.44721266627311707,0.8595407605171204,0.554993212223053,0.8311966061592102
0.4114512503147125,0.8667458295822144,0.49541887640953064,0.8454415798187256
0.38766008615493774,0.8775930404663086,0.5249528288841248,0.8297720551490784
0.3670315742492676,0.8885194063186646,0.6706771850585938,0.80982905626297
0.34785938262939453,0.8935866951942444,0.5712106227874756,0.8425925970077515
0.31934359669685364,0.9043546915054321,0.5465980172157288,0.8425925970077515
0.3098626732826233,0.9099762439727783,0.5917495489120483,0.81695157289505
0.29455187916755676,0.9133808612823486,0.6564100384712219,0.8269230723381042
0.2888951301574707,0.9148060083389282,0.6233246326446533,0.8276353478431702
0.2726311683654785,0.9234362840652466,0.5731014609336853,0.8411681056022644
0.2663976848125458,0.9239904880523682,0.6528852581977844,0.8390313386917114
0.25843992829322815,0.92818683385849,0.6811730265617371,0.8397436141967773
0.25333499908447266,0.9306413531303406,0.8848707675933838,0.8027065396308899
0.24606962502002716,0.9374505281448364,0.8044185638427734,0.8247863054275513
0.24426375329494476,0.9358670115470886,0.808598518371582,0.8055555820465088
0.23806194961071014,0.940855085849762,0.7464838027954102,0.8276353478431702
0.22597217559814453,0.943467915058136,0.8876463770866394,0.8333333134651184
0.22752919793128967,0.944338858127594,0.7314983606338501,0.8297720551490784
0.2203352451324463,0.947189211845398,0.8862234950065613,0.8247863054275513
0.23285137116909027,0.9456056952476501,0.9068694710731506,0.8233618140220642
0.22195889055728912,0.9459224343299866,0.882075846195221,0.81695157289505
0.21957620978355408,0.9484560489654541,0.9421617984771729,0.8141025900840759
0.22047334909439087,0.9482185244560242,1.0472568273544312,0.8012820482254028
0.2181275486946106,0.9517022967338562,1.076041579246521,0.811253547668457
0.22368434071540833,0.9501187801361084,1.0077338218688965,0.8283475637435913
0.21582865715026855,0.9503563046455383,0.9831439256668091,0.8212250471115112
0.21778170764446259,0.9551860690116882,0.8855050206184387,0.8376068472862244
0.22014568746089935,0.9534441828727722,0.9728509783744812,0.8368945717811584
0.2118310183286667,0.953285813331604,0.8719856142997742,0.8354700803756714
0.20520980656147003,0.9585906863212585,1.057955265045166,0.8311966061592102
0.21711058914661407,0.9548693299293518,0.9328386187553406,0.8269230723381042
0.208994522690773,0.957640528678894,1.0520126819610596,0.8368945717811584
0.2112967073917389,0.9582739472389221,1.2292472124099731,0.7955840229988098
0.20762698352336884,0.9565320611000061,1.1479673385620117,0.8254985809326172
0.2078114151954651,0.9589865207672119,1.152451992034912,0.8226495981216431
0.21106407046318054,0.9577197432518005,1.1101435422897339,0.8212250471115112
0.20943814516067505,0.9594615697860718,1.128914475440979,0.8411681056022644
0.20930901169776917,0.9589073657989502,1.1320546865463257,0.8326210975646973
0.20993047952651978,0.9598574638366699,1.1299501657485962,0.8198005557060242
0.21054761111736298,0.9586698412895203,0.9542161822319031,0.8440170884132385
0.21464569866657257,0.9581155776977539,1.1364691257476807,0.8233618140220642
0.20586466789245605,0.9589073657989502,1.160639762878418,0.8376068472862244
0.20585034787654877,0.9619952440261841,1.1782236099243164,0.8141025900840759
0.20070046186447144,0.9623119831085205,1.1324409246444702,0.8304843306541443
0.2155652642250061,0.9591448903083801,1.0108941793441772,0.8148148059844971
